"","pitch_type","release_speed","zone","stand","p_throws","description","type","bb_type","balls","strikes","on_3b","on_2b","on_1b","outs_when_up","pitch_number"
"6951","SL",85.9,13,"R","L","hit_by_pitch","B",NA,0,0,NA,642133,NA,1,1
"6952","FF",94.8,11,"L","R","hit_into_play","X","ground_ball",1,2,NA,NA,NA,0,6
"6953","CH",82.1,14,"R","L","ball","B",NA,0,0,NA,NA,NA,0,1
"6954","SL",89,13,"L","L","ball","B",NA,0,2,NA,NA,NA,2,3
"6955","FF",96.3,4,"L","R","foul","S",NA,1,1,NA,NA,NA,0,3
"6956","CU",77.9,13,"L","R","ball","B",NA,0,0,NA,NA,NA,2,1
"6957","SL",77.4,12,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"6958","SL",88.7,5,"R","R","called_strike","S",NA,0,0,NA,NA,670764,1,1
"6959","FF",91,1,"R","L","swinging_strike","S",NA,2,2,NA,NA,NA,1,5
"6960","CH",87.5,12,"R","L","ball","B",NA,1,0,NA,NA,NA,2,2
"6961","FF",93.9,9,"L","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6962","SI",95.2,14,"R","L","ball","B",NA,0,1,NA,NA,NA,2,2
"6963","CH",86.5,1,"R","R","hit_into_play","X","popup",2,2,NA,NA,641487,0,5
"6964","FF",97.4,4,"L","R","hit_into_play","X","ground_ball",0,2,NA,NA,NA,0,3
"6965","SL",86.7,14,"R","R","swinging_strike","S",NA,0,2,NA,NA,642180,1,3
"6966","SI",93,9,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"6967","FF",92.8,11,"R","R","ball","B",NA,0,2,NA,NA,NA,0,3
"6968","FC",86.4,14,"L","R","ball","B",NA,1,0,NA,545341,642133,1,2
"6969","SI",96.3,1,"R","R","foul","S",NA,0,0,NA,NA,NA,2,1
"6970","FF",93.4,2,"L","R","swinging_strike","S",NA,2,1,NA,NA,NA,0,4
"6971","FF",94.1,12,"R","L","foul","S",NA,0,0,NA,NA,NA,1,1
"6972","SL",87.5,2,"R","R","called_strike","S",NA,2,0,NA,NA,NA,1,3
"6973","CH",84.9,2,"R","L","called_strike","S",NA,3,1,NA,NA,NA,2,5
"6974","FF",94.2,12,"R","R","ball","B",NA,2,2,NA,NA,NA,1,5
"6975","FF",94.5,1,"L","R","called_strike","S",NA,2,0,NA,571970,457759,1,3
"6976","FF",91.5,12,"R","L","ball","B",NA,0,1,NA,NA,NA,1,2
"6977","FC",89.4,3,"L","R","called_strike","S",NA,1,0,NA,NA,650402,1,2
"6978","FF",92.7,5,"R","L","foul","S",NA,3,2,656582,NA,663898,0,9
"6979","FF",91.6,2,"L","L","hit_into_play","X","line_drive",3,2,NA,NA,650490,0,7
"6980","SI",91.3,14,"R","R","ball","B",NA,1,1,614177,NA,647304,1,3
"6981","FF",92.2,11,"L","R","ball","B",NA,2,0,NA,NA,NA,0,3
"6982","FC",87.7,14,"R","R","ball","B",NA,2,1,NA,NA,NA,1,4
"6983","SL",82.5,13,"R","L","blocked_ball","B",NA,1,1,553869,NA,641857,1,3
"6984","FF",92.2,13,"R","L","ball","B",NA,0,1,NA,NA,NA,1,2
"6985","CH",84.4,14,"R","L","swinging_strike","S",NA,2,2,NA,NA,NA,1,7
"6986","SI",91.7,11,"L","L","ball","B",NA,3,0,NA,NA,NA,1,4
"6987","SL",85.4,13,"R","L","blocked_ball","B",NA,0,0,NA,NA,663993,0,1
"6988","SI",94.8,13,"R","R","swinging_strike","S",NA,2,2,NA,NA,NA,1,5
"6989","FF",95.2,14,"L","R","ball","B",NA,0,0,NA,NA,594809,1,1
"6990","FC",87.5,2,"L","R","hit_into_play","X","fly_ball",0,1,NA,NA,NA,1,2
"6991","SI",94.7,12,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"6992","SI",92.6,1,"L","R","foul","S",NA,0,2,NA,NA,NA,0,3
"6993","SL",86.8,6,"L","L","foul_bunt","S",NA,0,0,NA,435559,666176,0,1
"6994","FF",94.9,3,"R","L","hit_into_play","X","ground_ball",2,1,NA,NA,NA,1,4
"6995","FF",94.7,5,"L","L","hit_into_play","X","line_drive",2,2,NA,NA,NA,2,6
"6996","FF",93,11,"L","R","foul","S",NA,3,2,NA,NA,NA,0,6
"6997","SL",83.2,8,"L","R","swinging_strike","S",NA,0,1,NA,NA,NA,0,2
"6998","SI",85.5,5,"L","R","called_strike","S",NA,1,0,NA,NA,NA,2,2
"6999","CU",84.9,14,"L","R","ball","B",NA,0,1,NA,NA,NA,2,2
"7000","FF",94.7,9,"L","R","hit_into_play","X","fly_ball",2,0,650559,NA,542583,2,3
"7001","SI",96.3,8,"R","R","swinging_strike","S",NA,2,2,NA,NA,594807,0,9
"7002","FC",87.4,13,"R","L","swinging_strike","S",NA,2,1,NA,NA,NA,2,4
"7003","CH",90.9,4,"L","R","hit_into_play","X","fly_ball",1,2,NA,NA,518934,0,4
"7004","SL",88,14,"R","R","ball","B",NA,2,0,NA,NA,553882,2,3
"7005","SL",81.9,12,"R","R","ball","B",NA,1,1,NA,NA,NA,0,3
"7006","SI",90,1,"L","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"7007","SI",88.7,8,"L","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"7008","FF",96.3,2,"L","L","called_strike","S",NA,0,0,NA,NA,621563,2,1
"7009","SI",85.9,9,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"7010","FF",99.3,4,"L","R","foul","S",NA,3,2,462101,NA,643393,1,7
"7011","FF",91.9,1,"L","R","foul","S",NA,2,1,NA,NA,NA,2,4
"7012","FF",92.1,1,"L","L","foul","S",NA,0,1,NA,NA,621433,2,2
"7013","FF",92.1,12,"R","L","ball","B",NA,0,1,NA,570482,642180,0,2
"7014","SL",84.9,14,"L","R","ball","B",NA,1,1,NA,NA,NA,0,3
"7015","CH",78.7,14,"R","L","called_strike","S",NA,0,0,519317,572228,NA,2,1
"7016","FF",95.7,9,"R","R","ball","B",NA,0,1,NA,NA,NA,2,2
"7017","FF",90.9,6,"R","L","swinging_strike","S",NA,2,1,NA,NA,NA,0,4
"7018","FF",94.8,11,"L","L","ball","B",NA,2,0,NA,NA,NA,1,3
"7019","FF",94.5,12,"R","L","ball","B",NA,1,2,NA,NA,NA,2,4
"7020","FF",98.5,5,"L","L","hit_into_play","X","line_drive",3,2,NA,NA,605170,2,8
"7021","FF",98.1,14,"R","R","hit_into_play","X","line_drive",3,2,NA,NA,NA,0,7
"7022","FF",94.5,14,"R","R","ball","B",NA,0,1,NA,NA,NA,2,2
"7023","SI",95.6,7,"R","R","hit_into_play","X","line_drive",2,1,NA,657077,NA,2,4
"7024","FF",93.8,12,"R","L","ball","B",NA,0,0,NA,NA,662139,1,1
"7025","SL",83.4,12,"R","L","ball","B",NA,0,1,NA,571448,NA,2,2
"7026","FC",85.7,14,"L","R","ball","B",NA,1,1,NA,NA,NA,2,3
"7027","FC",87.4,4,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"7028","FF",86.8,1,"R","L","foul","S",NA,2,1,NA,NA,NA,1,4
"7029","FF",92.7,11,"L","R","ball","B",NA,0,2,NA,NA,NA,0,3
"7030","CU",76.9,11,"L","R","ball","B",NA,0,0,660670,NA,NA,1,1
"7031","SL",87.5,14,"R","R","ball","B",NA,2,2,NA,425877,657557,0,6
"7032","FF",86.9,9,"R","R","foul","S",NA,0,1,NA,NA,NA,1,2
"7033","CH",81.8,9,"R","L","hit_into_play","X","ground_ball",2,2,NA,NA,NA,0,5
"7034","SL",80,14,"L","R","ball","B",NA,3,2,NA,NA,NA,1,6
"7035","FF",94.8,14,"R","R","blocked_ball","B",NA,0,0,NA,NA,467055,1,1
"7036","FF",96.1,14,"R","R","ball","B",NA,2,1,NA,NA,NA,0,4
"7037","CH",83,14,"R","L","ball","B",NA,1,2,NA,NA,488726,1,4
"7038","CU",73.9,11,"R","L","ball","B",NA,0,0,NA,NA,NA,1,1
"7039","CH",83.7,12,"R","L","swinging_strike","S",NA,2,1,NA,NA,NA,0,4
"7040","SL",77.5,1,"R","R","foul","S",NA,0,0,NA,NA,NA,0,1
"7041","FF",94,3,"L","R","swinging_strike","S",NA,0,0,NA,NA,676391,2,1
"7042","FF",95.6,11,"R","R","ball","B",NA,0,2,NA,NA,NA,1,3
"7043","SL",82.9,7,"R","R","foul","S",NA,1,1,NA,606192,543807,1,3
"7044","SI",92.6,11,"L","R","ball","B",NA,0,0,NA,NA,NA,2,1
"7045","CH",83.6,14,"R","R","ball","B",NA,2,1,NA,NA,NA,0,4
"7046","CU",81.4,11,"R","L","foul","S",NA,1,0,NA,NA,NA,0,2
"7047","SL",90.1,1,"L","L","foul","S",NA,0,0,NA,NA,NA,1,1
"7048","KC",79.5,6,"R","L","foul","S",NA,0,1,NA,NA,NA,0,2
"7049","SL",86.7,14,"L","R","blocked_ball","B",NA,0,0,660829,NA,546990,0,1
"7050","FF",91.7,4,"L","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"7051","FF",95,6,"R","L","called_strike","S",NA,0,0,NA,643265,572816,1,1
"7052","FF",95.1,2,"R","L","hit_into_play","X","line_drive",2,2,NA,NA,NA,0,5
"7053","CU",81.1,11,"L","R","ball","B",NA,2,1,NA,NA,595281,2,4
"7054","SI",94,4,"L","R","foul","S",NA,0,1,NA,NA,NA,0,2
"7055","CU",77.7,2,"R","L","swinging_strike","S",NA,1,0,NA,666198,671277,1,2
"7056","FF",96.1,14,"R","R","ball","B",NA,1,0,NA,NA,NA,1,2
"7057","FC",89.7,5,"R","L","called_strike","S",NA,0,0,NA,NA,NA,1,1
"7058","SL",85.4,1,"L","R","called_strike","S",NA,0,1,NA,NA,NA,2,2
"7059","CU",79.7,14,"L","R","swinging_strike_blocked","S",NA,2,2,NA,621433,NA,1,5
"7060","FF",91.2,5,"L","R","swinging_strike","S",NA,0,1,NA,NA,592669,2,2
"7061","SL",86.3,6,"L","R","foul","S",NA,1,0,NA,640457,668227,2,2
"7062","SL",83.5,5,"L","R","foul","S",NA,0,0,NA,NA,NA,0,1
"7063","FC",90,11,"R","L","swinging_strike","S",NA,0,0,NA,596056,NA,1,1
"7064","FF",95.8,12,"L","R","ball","B",NA,0,0,NA,NA,575929,1,1
"7065","SI",89.5,5,"L","L","foul","S",NA,2,0,NA,NA,641645,0,3
"7066","FF",98.5,8,"R","R","foul","S",NA,2,2,NA,NA,NA,2,5
"7067","CH",89.2,6,"R","L","hit_into_play","X","line_drive",1,2,NA,488771,NA,1,4
"7068","FC",91.8,1,"R","R","foul_tip","S",NA,2,2,NA,NA,544725,0,6
"7069","CH",87.2,1,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"7070","FF",94.4,6,"R","R","foul_tip","S",NA,0,1,NA,NA,NA,1,2
"7071","FC",84.7,11,"R","L","foul","S",NA,1,0,NA,NA,NA,1,2
"7072","FF",91.5,11,"L","R","foul","S",NA,1,2,NA,NA,NA,0,4
"7073","FF",87.6,8,"R","L","called_strike","S",NA,3,1,NA,664023,621550,2,5
"7074","CH",88.4,9,"L","R","ball","B",NA,0,1,NA,NA,NA,2,2
"7075","FF",88.5,11,"R","L","ball","B",NA,1,0,NA,NA,543510,1,2
"7076","SI",89.3,9,"R","R","called_strike","S",NA,0,0,NA,NA,NA,2,1
"7077","SL",83.4,8,"L","R","hit_into_play","X","ground_ball",1,2,NA,NA,NA,2,4
"7078","SI",89.7,14,"R","L","ball","B",NA,0,1,NA,NA,NA,1,2
"7079","FF",92.3,11,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7080","FF",93.7,11,"L","R","swinging_strike","S",NA,0,1,NA,NA,NA,0,2
"7081","KC",76.1,4,"R","R","hit_into_play","X","ground_ball",0,1,NA,621453,613564,1,2
"7082","FF",92.8,7,"L","R","called_strike","S",NA,3,0,NA,NA,NA,2,4
"7083","SI",83.3,7,"L","L","called_strike","S",NA,1,0,NA,NA,NA,0,2
"7084","CH",90.3,14,"R","R","ball","B",NA,2,1,NA,NA,572816,2,4
"7085","FF",94.9,1,"L","R","called_strike","S",NA,0,0,NA,NA,544369,2,1
"7086","SI",92.6,6,"R","L","swinging_strike","S",NA,1,0,NA,NA,NA,2,2
"7087","CH",85.8,5,"L","R","called_strike","S",NA,1,0,NA,NA,NA,0,2
"7088","FF",93.8,13,"L","R","called_strike","S",NA,1,2,NA,NA,NA,0,4
"7089","CH",83.8,5,"L","R","foul","S",NA,1,1,NA,NA,NA,2,3
"7090","SL",83.7,14,"R","R","ball","B",NA,1,0,NA,NA,670541,0,2
"7091","FF",100.6,8,"L","R","called_strike","S",NA,0,1,NA,672695,NA,2,2
"7092","FF",89.6,7,"R","L","called_strike","S",NA,1,0,NA,NA,572122,2,2
"7093","FF",96,5,"R","R","foul","S",NA,2,2,NA,NA,NA,1,6
"7094","FC",85.3,12,"L","L","ball","B",NA,1,1,628711,405395,457759,2,3
"7095","SL",84.3,1,"L","R","called_strike","S",NA,0,1,NA,NA,NA,0,2
"7096","FF",94.6,11,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7097","FF",92.7,6,"L","R","hit_into_play","X","popup",3,1,NA,547989,NA,2,5
"7098","FF",92.6,11,"L","R","called_strike","S",NA,1,0,642133,621438,NA,0,2
"7099","KC",77.4,14,"R","R","ball","B",NA,0,1,NA,NA,NA,0,2
"7100","FC",86.3,11,"R","L","ball","B",NA,1,0,NA,NA,NA,1,2
"7101","CH",85.3,14,"R","L","ball","B",NA,0,0,NA,650490,677551,1,1
"7102","CU",81,14,"R","R","swinging_strike","S",NA,0,0,NA,605412,506702,2,1
"7103","SI",97.3,2,"L","R","hit_into_play","X","fly_ball",3,2,596059,534606,NA,0,8
"7104","FF",93.7,14,"R","R","ball","B",NA,0,1,NA,NA,663586,1,2
"7105","CH",83.8,14,"R","L","hit_into_play","X","ground_ball",1,1,NA,NA,NA,0,3
"7106","SI",93,6,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"7107","FF",98.1,12,"L","R","swinging_strike","S",NA,0,1,425877,572761,624641,2,2
"7108","FF",94.2,11,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7109","FF",92.4,11,"R","L","ball","B",NA,0,0,NA,656775,NA,0,1
"7110","SI",94,3,"L","L","foul","S",NA,0,0,NA,650333,518626,2,1
"7111","SL",81,11,"R","R","ball","B",NA,0,1,NA,NA,NA,0,2
"7112","FC",85.9,11,"R","L","ball","B",NA,0,1,NA,NA,NA,2,2
"7113","CH",77.6,14,"R","R","ball","B",NA,1,2,NA,641598,NA,2,4
"7114","SL",82.2,11,"L","R","ball","B",NA,0,0,663586,NA,NA,2,1
"7115","SI",90.2,6,"R","R","hit_into_play","X","line_drive",1,2,NA,NA,650402,0,4
"7116","CU",77.9,14,"L","R","ball","B",NA,0,1,NA,NA,NA,0,2
"7117","SL",83.3,7,"L","L","foul","S",NA,0,0,NA,NA,NA,0,1
"7118","SI",86.2,6,"R","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"7119","FF",94.1,12,"L","R","ball","B",NA,0,1,NA,NA,NA,1,2
"7120","FF",91,3,"R","R","ball","B",NA,0,1,NA,NA,NA,2,2
"7121","SI",92.2,12,"R","L","ball","B",NA,1,2,NA,NA,NA,0,4
"7122","FC",86.4,13,"R","L","foul","S",NA,0,2,NA,502110,NA,2,3
"7123","SL",86.2,14,"R","R","ball","B",NA,1,1,NA,NA,NA,1,3
"7124","FF",93,2,"R","R","called_strike","S",NA,1,0,NA,NA,NA,1,2
"7125","SL",85.6,8,"R","R","swinging_strike","S",NA,1,0,NA,518626,663616,2,2
"7126","KC",83.5,11,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7127","SL",85.9,14,"R","R","ball","B",NA,1,1,NA,NA,NA,1,3
"7128","SL",84.1,8,"L","R","hit_into_play","X","fly_ball",1,2,NA,NA,650333,1,4
"7129","FF",88.3,12,"L","L","ball","B",NA,0,0,NA,NA,NA,1,1
"7130","FC",88,3,"L","L","called_strike","S",NA,0,0,NA,595281,NA,0,1
"7131","CH",88,11,"R","R","hit_by_pitch","B",NA,2,1,NA,NA,NA,2,4
"7132","FS",82.1,14,"L","R","ball","B",NA,2,1,NA,NA,NA,0,4
"7133","SL",87.7,14,"R","R","ball","B",NA,1,2,NA,NA,NA,2,4
"7134","CH",83.8,6,"R","L","foul","S",NA,3,2,NA,NA,NA,1,8
"7135","FF",93.8,6,"R","R","hit_into_play","X","ground_ball",1,0,595879,622110,NA,2,2
"7136","FF",94.4,11,"R","L","foul","S",NA,1,2,600869,605612,NA,0,4
"7137","CH",85.7,13,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7138","SI",94.9,14,"L","R","hit_into_play","X","line_drive",3,2,NA,NA,NA,0,6
"7139","FF",95.2,12,"R","R","foul","S",NA,1,2,NA,NA,593871,1,4
"7140","FF",93.6,11,"L","R","ball","B",NA,0,0,NA,NA,594809,1,1
"7141","CH",85.5,13,"R","R","hit_by_pitch","B",NA,1,1,NA,NA,NA,0,3
"7142","SI",94.8,12,"R","L","ball","B",NA,2,1,NA,NA,NA,2,4
"7143","KC",84,9,"R","R","foul","S",NA,3,2,NA,670623,606992,2,6
"7144","FF",92.2,5,"L","R","hit_into_play","X","ground_ball",2,2,607043,NA,642086,2,5
"7145","FF",95.2,2,"L","L","swinging_strike","S",NA,0,0,NA,NA,NA,0,1
"7146","FF",95.6,1,"R","L","called_strike","S",NA,0,0,NA,NA,NA,2,1
"7147","SI",95.9,5,"L","R","called_strike","S",NA,1,0,NA,NA,NA,0,2
"7148","CH",83.6,11,"L","R","ball","B",NA,2,1,NA,NA,NA,2,4
"7149","SI",89.2,13,"R","R","ball","B",NA,1,1,NA,NA,NA,1,3
"7150","FF",92.1,8,"R","L","foul","S",NA,0,0,NA,NA,663837,2,1
"7151","CH",87.2,11,"L","R","ball","B",NA,1,1,NA,NA,NA,1,3
"7152","FF",98,4,"L","R","foul","S",NA,1,2,NA,NA,NA,0,5
"7153","SI",93.1,7,"R","R","hit_into_play","X","ground_ball",0,0,502110,593428,624414,2,1
"7154","CU",81.5,13,"R","L","ball","B",NA,0,2,NA,NA,NA,1,6
"7155","FC",89.5,8,"L","R","hit_into_play","X","line_drive",1,1,NA,650391,660162,0,3
"7156","FF",97,2,"R","R","called_strike","S",NA,0,0,NA,NA,646240,1,1
"7157","CU",80.9,13,"R","R","swinging_strike_blocked","S",NA,3,2,664702,608070,NA,1,7
"7158","CH",81.2,13,"L","R","swinging_strike","S",NA,0,2,NA,663799,NA,2,3
"7159","FF",91.7,5,"R","L","foul","S",NA,2,2,NA,NA,643217,2,5
"7160","FC",89.3,2,"L","R","swinging_strike","S",NA,1,1,NA,NA,NA,2,3
"7161","KC",86.9,14,"L","R","swinging_strike_blocked","S",NA,0,0,NA,NA,656847,2,1
"7162","CH",90.8,13,"L","R","ball","B",NA,0,0,NA,670032,593160,2,1
"7163","SL",83.2,7,"L","L","hit_into_play","X","ground_ball",0,1,NA,NA,NA,0,2
"7164","CH",84.5,11,"L","R","ball","B",NA,2,2,NA,NA,663647,0,5
"7165","FF",93.9,13,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"7166","FF",90.2,4,"R","L","swinging_strike","S",NA,1,1,NA,488726,608324,1,3
"7167","FF",87.4,11,"R","R","ball","B",NA,2,1,NA,650331,NA,2,4
"7168","FF",96,1,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"7169","CH",91.5,14,"R","L","swinging_strike","S",NA,2,2,NA,NA,666915,2,5
"7170","SI",93.5,14,"L","R","ball","B",NA,0,1,NA,NA,592663,1,2
"7171","FF",89.3,8,"L","R","called_strike","S",NA,2,0,NA,NA,NA,0,3
"7172","FF",95.9,7,"L","L","called_strike","S",NA,0,1,NA,NA,NA,0,2
"7173","CH",82.2,6,"R","R","foul","S",NA,1,1,NA,NA,NA,0,3
"7174","CH",78,8,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"7175","SL",78.2,12,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7176","SL",80.1,8,"R","R","hit_into_play","X","fly_ball",1,0,NA,NA,676801,1,2
"7177","SI",91.1,7,"L","R","hit_into_play","X","ground_ball",1,0,NA,NA,NA,0,2
"7178","KC",82.1,14,"L","R","swinging_strike","S",NA,1,0,NA,NA,676701,0,2
"7179","CH",88.2,14,"L","R","called_strike","S",NA,0,0,NA,NA,NA,2,1
"7180","FF",97.4,2,"R","R","called_strike","S",NA,1,1,NA,NA,NA,0,3
"7181","FF",92.5,13,"L","R","ball","B",NA,0,0,NA,NA,NA,2,1
"7182","CU",80,13,"R","L","swinging_strike","S",NA,0,0,NA,656775,NA,1,1
"7183","CU",76,11,"L","R","ball","B",NA,0,0,NA,NA,NA,0,1
"7184","FF",92.6,12,"R","R","ball","B",NA,1,1,NA,NA,677551,2,3
"7185","SL",90.7,8,"L","R","called_strike","S",NA,0,0,NA,NA,516770,1,1
"7186","SL",82.6,12,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7187","SI",90.9,5,"R","L","hit_into_play","X","fly_ball",2,2,NA,NA,NA,0,6
"7188","FF",93.5,12,"R","L","foul_tip","S",NA,1,2,NA,572287,NA,0,4
"7189","FF",94.4,5,"R","L","swinging_strike","S",NA,2,1,NA,553993,608385,1,4
"7190","CU",77.2,14,"L","R","ball","B",NA,0,1,NA,NA,NA,0,2
"7191","CU",76.1,12,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7192","SI",95.8,13,"L","R","foul","S",NA,2,1,641553,641313,663611,2,4
"7193","KC",83.4,6,"R","R","foul","S",NA,2,2,NA,NA,NA,0,5
"7194","FF",93.9,13,"L","R","ball","B",NA,2,1,NA,NA,NA,0,4
"7195","FF",89.6,4,"L","L","called_strike","S",NA,0,0,NA,NA,NA,1,1
"7196","FF",96,11,"R","R","hit_by_pitch","B",NA,3,2,NA,663624,621466,1,6
"7197","CU",83.2,14,"L","R","hit_into_play","X","line_drive",2,2,NA,NA,641645,2,6
"7198","CU",80.8,13,"R","R","blocked_ball","B",NA,1,2,NA,NA,656941,0,6
"7199","SI",95,1,"L","R","foul","S",NA,2,2,NA,NA,462101,1,7
"7200","FS",86,9,"R","R","hit_into_play","X","ground_ball",0,2,NA,NA,502671,2,3
"7201","SL",86.1,12,"R","R","called_strike","S",NA,0,0,NA,519317,NA,2,1
"7202","CU",77.3,5,"L","R","hit_into_play","X","ground_ball",2,2,NA,670541,663656,2,6
"7203","SL",87.4,14,"R","R","blocked_ball","B",NA,1,2,NA,NA,665489,2,4
"7204","SI",90.8,1,"R","L","foul","S",NA,2,1,NA,NA,642708,1,4
"7205","FF",94.4,14,"R","R","ball","B",NA,3,2,NA,NA,NA,2,7
"7206","FF",91.3,12,"R","L","ball","B",NA,3,2,NA,NA,NA,2,7
"7207","SL",84,4,"R","R","hit_into_play","X","popup",0,2,NA,NA,572761,2,3
"7208","FF",96.9,2,"R","R","swinging_strike","S",NA,0,1,NA,NA,NA,2,2
"7209","FF",94.1,9,"R","R","called_strike","S",NA,1,2,NA,NA,NA,2,5
"7210","FF",96.2,2,"L","R","foul","S",NA,2,1,NA,NA,NA,1,4
"7211","FF",93.8,11,"R","L","swinging_strike","S",NA,0,0,NA,669374,553882,2,1
"7212","FF",93.3,12,"R","R","foul","S",NA,0,2,NA,NA,NA,2,3
"7213","CU",82.8,14,"R","R","foul","S",NA,1,2,NA,NA,NA,2,4
"7214","FF",91.3,13,"L","L","called_strike","S",NA,3,1,NA,NA,NA,0,5
"7215","SL",88.5,8,"R","R","swinging_strike","S",NA,2,1,NA,NA,543877,1,4
"7216","SL",86.1,5,"L","R","called_strike","S",NA,2,0,NA,594777,606466,0,3
"7217","CU",77.1,13,"R","L","ball","B",NA,3,2,NA,NA,NA,0,8
"7218","FC",88.2,11,"R","L","hit_into_play","X","fly_ball",1,0,NA,NA,605548,2,2
"7219","FF",93.2,6,"R","L","called_strike","S",NA,0,0,NA,NA,NA,2,1
"7220","CH",77.4,9,"R","R","called_strike","S",NA,2,0,NA,NA,NA,1,3
"7221","FF",93.6,11,"L","R","ball","B",NA,3,1,NA,NA,NA,0,5
"7222","FF",94.9,12,"L","R","ball","B",NA,0,0,NA,NA,NA,0,1
"7223","CU",68.6,8,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"7224","FF",97,11,"L","R","ball","B",NA,1,2,NA,NA,NA,1,5
"7225","SL",82.3,14,"R","R","blocked_ball","B",NA,0,1,519203,NA,519317,2,2
"7226","FF",89.3,3,"L","L","swinging_strike","S",NA,1,2,NA,NA,643418,2,4
"7227","FF",93.5,1,"L","L","foul","S",NA,1,0,NA,NA,NA,1,2
"7228","FF",93.3,6,"R","R","foul","S",NA,1,1,NA,NA,NA,0,3
"7229","FF",89.3,5,"R","L","swinging_strike","S",NA,3,2,NA,NA,NA,1,7
"7230","FF",91.3,3,"L","L","foul","S",NA,1,1,NA,596103,527038,2,3
"7231","SI",94.6,9,"L","R","hit_into_play","X","ground_ball",0,0,NA,NA,516782,1,1
"7232","FF",93.6,14,"R","R","ball","B",NA,1,0,NA,NA,NA,1,2
"7233","SI",93.8,14,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7234","SI",91.8,3,"R","R","called_strike","S",NA,1,1,NA,NA,NA,0,3
"7235","FC",93.8,2,"R","R","hit_into_play","X","fly_ball",2,2,NA,NA,543333,0,6
"7236","SI",93.9,12,"R","L","ball","B",NA,0,0,NA,NA,NA,0,1
"7237","FC",88.2,5,"R","R","foul","S",NA,0,0,NA,NA,NA,0,1
"7238","SI",98.1,8,"R","R","called_strike","S",NA,0,0,NA,606157,NA,2,1
"7239","FF",89.1,11,"L","L","ball","B",NA,0,0,NA,NA,NA,2,1
"7240","SL",87.4,13,"L","R","swinging_strike","S",NA,2,2,NA,NA,NA,0,5
"7241","SL",84.8,2,"R","L","swinging_strike","S",NA,1,0,NA,NA,NA,2,2
"7242","SL",84.5,8,"L","R","hit_into_play","X","ground_ball",1,2,NA,NA,NA,2,4
"7243","FF",92.5,6,"L","R","foul","S",NA,2,2,NA,NA,NA,0,7
"7244","FF",98,12,"R","R","ball","B",NA,0,0,NA,NA,NA,0,1
"7245","FF",92.1,6,"L","L","swinging_strike","S",NA,2,1,664774,543063,543105,2,4
"7246","FC",87.5,12,"L","R","ball","B",NA,2,1,NA,553882,649966,1,4
"7247","FF",94.4,12,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7248","FF",93.9,13,"L","R","called_strike","S",NA,0,0,NA,NA,458015,1,1
"7249","SI",98.4,12,"R","R","ball","B",NA,0,0,NA,572191,NA,1,1
"7250","CH",80.5,4,"L","R","hit_into_play","X","ground_ball",1,2,NA,NA,NA,0,4
"7251","SL",88.9,9,"R","R","hit_into_play","X","ground_ball",0,1,NA,NA,NA,0,2
"7252","FF",95.3,12,"R","R","foul","S",NA,2,2,NA,NA,NA,2,5
"7253","FF",96.6,8,"L","R","called_strike","S",NA,1,0,NA,NA,NA,0,2
"7254","SL",84.2,5,"R","R","called_strike","S",NA,1,0,NA,NA,NA,1,2
"7255","FF",90.7,12,"L","R","ball","B",NA,0,2,NA,NA,NA,0,3
"7256","FF",89.2,4,"R","R","foul_tip","S",NA,1,2,NA,621566,NA,2,4
"7257","FF",91.8,1,"R","R","hit_into_play","X","ground_ball",0,0,NA,658069,624513,1,1
"7258","FC",88.2,14,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"7259","FF",93.2,11,"L","R","ball","B",NA,0,1,NA,642180,518934,2,2
"7260","SL",81.5,13,"L","L","ball","B",NA,0,0,NA,NA,NA,0,1
"7261","CU",70.3,3,"R","R","called_strike","S",NA,0,0,NA,NA,NA,2,1
