"","pitch_type","release_speed","zone","stand","p_throws","description","type","bb_type","balls","strikes","on_3b","on_2b","on_1b","outs_when_up","pitch_number"
"39914","SI",90.5,4,"R","R","foul","S",NA,2,0,NA,NA,NA,1,3
"39915","FF",94.5,12,"R","L","ball","B",NA,1,2,NA,NA,NA,0,5
"39916","FF",95.8,12,"R","L","ball","B",NA,0,2,NA,NA,NA,1,4
"39917","FF",93.6,13,"R","R","ball","B",NA,1,2,NA,NA,NA,1,4
"39918","SL",81.8,4,"R","R","foul","S",NA,2,2,NA,NA,NA,1,5
"39919","SI",91.6,9,"L","L","hit_into_play","X","ground_ball",2,1,NA,NA,NA,0,4
"39920","SI",86.7,13,"R","R","hit_into_play","X","ground_ball",0,1,NA,NA,NA,0,2
"39921","SI",91.9,9,"R","R","called_strike","S",NA,0,0,NA,NA,602080,2,1
"39922","CU",82.6,6,"R","R","hit_into_play","X","fly_ball",2,2,NA,NA,NA,0,5
"39923","CU",80.1,13,"L","R","ball","B",NA,0,1,NA,NA,NA,0,2
"39924","FF",92.1,11,"R","R","called_strike","S",NA,0,0,NA,NA,663993,2,1
"39925","FC",91.9,14,"L","R","ball","B",NA,0,0,NA,NA,NA,2,1
"39926","CH",87.3,8,"R","L","foul","S",NA,1,0,NA,NA,NA,1,2
"39927","FF",94.6,4,"L","L","foul","S",NA,0,1,547180,592663,NA,2,2
"39928","FF",97.7,6,"L","R","foul","S",NA,1,0,NA,NA,NA,1,2
"39929","FC",91.5,6,"L","R","foul","S",NA,1,0,NA,NA,630105,1,2
"39930","SL",81.3,3,"L","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"39931","FF",88.6,11,"L","R","ball","B",NA,0,0,NA,NA,NA,0,1
"39932","FF",87.8,11,"R","L","ball","B",NA,1,0,NA,NA,NA,2,2
"39933","SL",80.2,14,"R","R","ball","B",NA,0,1,NA,NA,NA,1,2
"39934","FS",88.6,14,"R","R","ball","B",NA,0,1,NA,NA,NA,2,2
"39935","FF",96.7,11,"R","L","ball","B",NA,0,2,NA,NA,NA,1,3
"39936","SI",89,4,"R","R","foul","S",NA,3,2,NA,542583,621446,1,7
"39937","FF",95.5,12,"L","R","ball","B",NA,1,2,NA,NA,NA,2,4
"39938","CH",85.6,1,"R","R","ball","B",NA,3,1,NA,NA,NA,2,5
"39939","SI",92.6,9,"R","R","swinging_strike","S",NA,3,1,NA,NA,NA,2,5
"39940","FF",96.6,12,"R","L","swinging_strike","S",NA,1,2,596295,NA,656582,2,5
"39941","CH",87.7,14,"R","L","foul","S",NA,1,1,NA,641658,NA,1,3
"39942","SL",86.3,12,"R","L","ball","B",NA,3,1,NA,NA,NA,1,5
"39943","CU",76,14,"L","R","ball","B",NA,0,0,NA,NA,NA,2,1
"39944","SL",82.7,14,"R","R","ball","B",NA,2,1,NA,NA,NA,2,4
"39945","SL",83.9,14,"R","R","ball","B",NA,1,0,NA,NA,NA,0,2
"39946","SI",98.4,13,"R","R","called_strike","S",NA,0,0,NA,NA,545341,2,1
"39947","FC",89.6,14,"R","R","foul_tip","S",NA,2,2,NA,656305,NA,1,7
"39948","SI",92.8,7,"L","R","foul","S",NA,1,0,NA,NA,NA,2,2
"39949","SL",81.1,13,"R","L","ball","B",NA,0,0,NA,543281,665742,1,1
"39950","SL",80.1,7,"L","L","foul_bunt","S",NA,0,0,NA,641432,518586,0,1
"39951","SI",91.1,5,"R","L","foul","S",NA,0,1,NA,NA,621453,2,2
"39952","FF",92.7,13,"R","R","called_strike","S",NA,1,0,NA,NA,NA,0,2
"39953","CH",85.2,13,"R","R","ball","B",NA,0,0,NA,570731,NA,2,1
"39954","SI",94.6,6,"L","R","hit_into_play","X","fly_ball",0,0,NA,NA,592743,2,1
"39955","SL",84.4,1,"R","R","foul","S",NA,0,0,NA,572191,NA,1,1
"39956","FF",91.6,8,"R","R","hit_into_play","X","ground_ball",1,1,NA,NA,641645,1,3
"39957","FF",89.8,4,"R","R","foul","S",NA,1,0,NA,NA,572816,1,2
"39958","FF",95.8,1,"R","R","foul","S",NA,0,0,NA,NA,605353,2,1
"39959","FF",92.1,4,"L","R","hit_into_play","X","ground_ball",0,0,NA,NA,571976,0,1
"39960","CU",79.8,13,"L","R","swinging_strike_blocked","S",NA,0,2,NA,NA,NA,2,4
"39961","SL",78.6,13,"L","L","ball","B",NA,0,1,NA,NA,NA,1,2
"39962","SL",85.2,14,"R","R","foul","S",NA,0,0,NA,NA,663993,0,1
"39963","CH",86.8,4,"L","R","hit_into_play","X","ground_ball",0,1,NA,NA,NA,2,2
"39964","SL",84.5,13,"L","L","swinging_strike","S",NA,2,2,NA,NA,NA,1,5
"39965","FS",83.1,13,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"39966","FF",99.2,14,"L","R","ball","B",NA,1,1,NA,NA,NA,1,3
"39967","FF",91.1,2,"R","L","foul","S",NA,2,0,NA,NA,547180,2,3
"39968","FF",96.1,8,"R","L","foul","S",NA,3,2,NA,NA,NA,0,6
"39969","CU",82.4,8,"L","R","hit_into_play","X","line_drive",0,2,605612,670097,668670,2,3
"39970","FC",88.6,13,"R","R","ball","B",NA,1,1,NA,NA,NA,1,3
"39971","SI",92.1,11,"R","R","ball","B",NA,0,1,NA,NA,502671,1,2
"39972","KC",78.2,13,"L","R","called_strike","S",NA,1,1,NA,NA,596129,0,3
"39973","FF",95,2,"R","R","foul","S",NA,0,1,NA,NA,NA,1,2
"39974","FF",95.1,9,"R","R","ball","B",NA,3,1,NA,NA,NA,1,5
"39975","KC",79.2,13,"L","R","blocked_ball","B",NA,1,0,NA,NA,467793,1,2
"39976","SI",92.3,1,"R","R","called_strike","S",NA,1,0,NA,NA,571980,2,2
"39977","CH",84.5,6,"R","L","foul","S",NA,0,1,643393,656305,664913,1,2
"39978","FF",90.7,9,"R","L","foul","S",NA,3,2,NA,NA,NA,1,7
"39979","SI",92.6,12,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"39980","FC",85.2,7,"L","L","hit_into_play","X","ground_ball",1,2,NA,543063,527038,2,4
"39981","SL",86,5,"L","R","foul","S",NA,2,0,NA,NA,656413,0,3
"39982","FS",82.2,11,"L","R","ball","B",NA,2,1,NA,NA,NA,0,4
"39983","FF",98.2,14,"R","R","ball","B",NA,0,2,NA,NA,NA,0,3
"39984","FF",93.8,13,"L","L","called_strike","S",NA,2,0,NA,NA,NA,1,3
"39985","FF",93.5,11,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"39986","CH",87.7,14,"R","R","ball","B",NA,0,1,NA,NA,NA,1,2
"39987","FF",94.3,11,"R","L","ball","B",NA,1,2,NA,NA,NA,0,5
"39988","CH",86.4,5,"R","L","hit_into_play","X","popup",0,0,669221,572039,NA,1,1
"39989","FF",97.9,5,"R","R","hit_into_play","X","ground_ball",0,0,605548,608070,656252,1,1
"39990","SL",86.2,5,"R","R","called_strike","S",NA,1,0,645302,NA,665742,2,2
"39991","SI",85.9,4,"R","L","called_strike","S",NA,0,0,NA,NA,NA,1,1
"39992","SL",90.3,6,"L","R","foul","S",NA,2,2,NA,NA,NA,0,6
"39993","FF",91,4,"R","L","foul","S",NA,2,1,NA,NA,644374,2,4
"39994","SI",93,14,"R","R","ball","B",NA,1,0,NA,NA,643524,0,2
"39995","CU",86.6,4,"L","R","called_strike","S",NA,1,2,NA,NA,NA,1,4
"39996","SL",87.4,9,"R","R","foul","S",NA,3,1,621028,668804,NA,2,5
"39997","SL",89.7,14,"R","R","ball","B",NA,0,1,NA,NA,NA,2,2
"39998","CH",87.9,12,"R","L","ball","B",NA,2,2,NA,443558,650490,1,7
"39999","FF",93.6,14,"R","R","ball","B",NA,1,1,NA,NA,NA,2,3
"40000","CU",81.2,6,"R","R","hit_into_play","X","ground_ball",3,2,NA,NA,NA,2,7
"40001","FF",96.3,4,"R","R","foul","S",NA,0,0,NA,NA,NA,1,1
"40002","FC",88.2,12,"L","R","foul","S",NA,3,2,680911,NA,NA,1,8
"40003","FF",94.4,14,"R","R","called_strike","S",NA,2,0,NA,NA,NA,0,3
"40004","CH",80,13,"L","R","hit_into_play","X","fly_ball",1,0,NA,NA,NA,0,2
"40005","FF",91.9,11,"R","L","swinging_strike","S",NA,0,2,NA,NA,NA,2,3
"40006","SL",86.6,7,"R","L","swinging_strike","S",NA,0,0,NA,NA,425877,2,1
"40007","SI",91.1,2,"L","L","called_strike","S",NA,0,1,NA,NA,596115,2,2
"40008","SI",90.5,13,"R","L","ball","B",NA,3,0,NA,NA,663993,1,4
"40009","CU",77.6,13,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"40010","FF",92.9,11,"L","L","ball","B",NA,0,1,543760,NA,665489,2,2
"40011","FF",96.4,6,"L","R","foul","S",NA,2,2,NA,NA,NA,2,6
"40012","SI",94.8,6,"L","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"40013","FF",92.1,7,"L","R","called_strike","S",NA,1,0,NA,NA,NA,0,2
"40014","KC",81.1,12,"L","R","ball","B",NA,0,0,NA,NA,NA,0,1
"40015","SI",90.6,12,"L","L","called_strike","S",NA,0,1,NA,NA,NA,2,2
"40016","FF",93,4,"R","L","foul","S",NA,1,2,NA,621566,NA,2,4
"40017","FF",91.3,8,"L","L","ball","B",NA,0,0,NA,500743,NA,0,1
"40018","FF",89.2,11,"L","R","foul","S",NA,0,1,NA,NA,NA,0,2
"40019","CU",75.7,8,"L","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"40020","FF",96.7,3,"L","L","foul","S",NA,1,1,NA,NA,593934,2,3
"40021","SL",83.6,14,"L","R","hit_into_play","X","ground_ball",2,0,NA,NA,NA,0,3
"40022","CH",79,14,"R","R","swinging_strike_blocked","S",NA,1,0,NA,571657,NA,1,2
"40023","FF",93,2,"L","L","swinging_strike","S",NA,1,1,643418,NA,641343,2,3
"40024","FF",94.5,12,"R","L","ball","B",NA,0,2,NA,NA,621566,2,3
"40025","SI",96.2,11,"L","R","ball","B",NA,1,1,NA,594807,592626,2,3
"40026","FF",95,13,"L","R","ball","B",NA,1,0,NA,NA,NA,2,2
"40027","SL",91,14,"L","R","ball","B",NA,1,2,NA,NA,NA,0,4
"40028","SI",86.3,2,"L","R","hit_into_play","X","fly_ball",1,2,NA,NA,457705,2,4
"40029","FF",97,11,"L","L","ball","B",NA,2,1,NA,NA,NA,1,4
"40030","FF",95.3,14,"R","R","swinging_strike","S",NA,2,2,NA,NA,NA,2,5
"40031","FF",96.7,1,"L","R","foul","S",NA,2,2,NA,NA,NA,0,7
"40032","FF",92.7,12,"R","R","swinging_strike","S",NA,0,0,NA,NA,666801,2,1
"40033","SL",90.5,5,"R","R","swinging_strike","S",NA,1,0,666182,NA,665489,1,2
"40034","CH",82.7,9,"R","L","hit_into_play","X","ground_ball",1,0,NA,NA,572039,0,2
"40035","FF",94.5,11,"L","R","ball","B",NA,2,2,NA,502054,NA,1,5
"40036","SL",88.1,13,"R","L","ball","B",NA,0,2,NA,NA,NA,0,4
"40037","SI",95,7,"R","R","hit_into_play","X","line_drive",0,0,650859,664058,457708,0,1
"40038","CU",78.1,14,"R","R","called_strike","S",NA,0,0,605131,NA,621035,1,1
"40039","CH",87.6,12,"L","L","foul","S",NA,0,1,NA,NA,607732,2,2
"40040","CH",90,9,"L","R","called_strike","S",NA,1,1,NA,NA,NA,2,3
"40041","SL",85,14,"R","R","hit_into_play","X","ground_ball",1,1,NA,NA,624503,0,3
"40042","FF",95.6,6,"R","L","hit_into_play","X","line_drive",2,0,NA,NA,NA,1,3
"40043","FF",93.4,6,"R","R","hit_into_play","X","ground_ball",2,1,NA,666158,NA,0,4
"40044","FF",91.2,12,"L","R","ball","B",NA,0,2,NA,NA,642547,0,3
"40045","SI",88.7,12,"L","L","foul_tip","S",NA,1,0,NA,NA,453568,1,2
"40046","FF",95.4,12,"R","R","foul","S",NA,2,2,NA,NA,NA,0,7
"40047","SI",94.1,7,"L","R","called_strike","S",NA,1,0,NA,NA,NA,1,2
"40048","FF",97.4,8,"R","L","called_strike","S",NA,3,0,NA,NA,NA,2,4
"40049","SI",97.7,5,"R","R","called_strike","S",NA,0,0,541645,596129,543768,2,1
"40050","CH",87.8,14,"R","R","blocked_ball","B",NA,1,2,656305,NA,664119,0,4
"40051","SL",93.5,5,"L","R","hit_into_play","X","popup",1,2,NA,NA,NA,0,4
"40052","FC",86.5,3,"L","R","called_strike","S",NA,2,0,NA,NA,NA,2,3
"40053","CU",82.8,14,"L","R","ball","B",NA,1,0,NA,NA,NA,2,2
"40054","KC",82,6,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"40055","FF",92.4,5,"R","R","foul","S",NA,0,1,NA,NA,NA,1,2
"40056","SL",89.1,7,"L","R","foul","S",NA,1,1,NA,600303,543063,2,3
"40057","FF",94.1,3,"R","R","swinging_strike","S",NA,0,1,NA,NA,NA,0,2
"40058","CU",75.6,11,"L","R","hit_into_play","X","ground_ball",0,1,NA,NA,NA,0,2
"40059","FF",90.4,6,"L","R","called_strike","S",NA,1,1,NA,592663,NA,0,3
"40060","FF",91.9,6,"R","R","swinging_strike","S",NA,0,0,NA,571718,544725,1,1
"40061","SI",94.5,11,"R","R","hit_into_play","X","fly_ball",0,0,NA,NA,NA,2,1
"40062","CH",89.8,14,"L","R","ball","B",NA,0,0,NA,NA,NA,2,1
"40063","SL",84.8,14,"L","R","ball","B",NA,3,2,NA,NA,NA,0,8
"40064","FF",94.6,1,"R","R","hit_into_play","X","popup",1,2,NA,606157,NA,0,5
"40065","SL",91,14,"R","R","swinging_strike","S",NA,0,2,NA,NA,NA,0,3
"40066","FF",95.4,12,"R","R","ball","B",NA,1,1,NA,NA,NA,2,3
"40067","FF",94.9,7,"L","R","foul","S",NA,0,0,NA,NA,647304,2,1
"40068","FF",94.4,5,"L","R","hit_into_play","X","ground_ball",1,2,NA,NA,NA,0,4
"40069","FF",95.3,13,"L","R","ball","B",NA,1,0,NA,663993,666969,0,2
"40070","SI",91.5,4,"R","R","hit_into_play","X","ground_ball",3,1,624428,NA,668804,2,5
"40071","FF",93.2,11,"L","R","ball","B",NA,0,0,NA,NA,NA,0,1
"40072","FF",94.6,3,"L","R","foul","S",NA,0,0,NA,NA,NA,2,1
"40073","CU",85.4,6,"R","R","foul","S",NA,1,2,NA,NA,NA,1,4
"40074","FC",87.8,13,"R","L","ball","B",NA,1,0,607345,NA,670712,1,2
"40075","FF",89.3,2,"L","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"40076","SL",85.8,6,"R","R","foul","S",NA,0,0,NA,656775,NA,2,1
"40077","CU",78.7,7,"L","L","hit_into_play","X","ground_ball",0,1,NA,NA,668663,2,2
"40078","CH",82.7,13,"R","R","foul","S",NA,3,2,NA,NA,663656,1,6
"40079","SL",82.5,14,"R","L","ball","B",NA,1,2,NA,NA,519317,2,4
"40080","SL",87.8,14,"R","R","swinging_strike","S",NA,0,1,NA,NA,NA,2,2
"40081","CU",83.5,8,"R","R","foul_tip","S",NA,0,0,602104,642851,656775,1,1
"40082","CH",82.9,13,"L","R","ball","B",NA,0,1,656941,NA,593428,0,2
"40083","FF",94.6,14,"L","R","ball","B",NA,2,2,NA,NA,NA,0,5
"40084","SI",90.1,13,"R","R","hit_into_play","X","ground_ball",1,0,NA,NA,NA,2,2
"40085","FF",92.5,6,"R","R","foul","S",NA,0,1,NA,NA,669394,1,2
"40086","SI",94.6,14,"R","R","ball","B",NA,1,2,NA,NA,571976,2,4
"40087","FF",96.3,6,"R","L","swinging_strike","S",NA,2,2,NA,NA,NA,1,5
"40088","SL",80.8,13,"L","R","ball","B",NA,1,0,NA,NA,NA,2,2
"40089","SL",88.4,12,"R","R","called_strike","S",NA,0,1,NA,NA,545358,2,2
"40090","FF",91.2,11,"L","L","ball","B",NA,1,2,NA,NA,NA,0,6
"40091","CH",83.3,8,"R","R","swinging_strike","S",NA,0,2,NA,NA,NA,0,3
"40092","FF",98.8,4,"R","L","hit_into_play","X","ground_ball",0,0,NA,570482,NA,1,1
"40093","SI",96.7,13,"R","R","foul","S",NA,1,0,NA,NA,621453,0,2
"40094","CU",83.2,14,"L","R","swinging_strike","S",NA,2,2,665862,NA,NA,1,5
"40095","CU",77.3,11,"L","R","called_strike","S",NA,0,1,NA,641598,NA,0,2
"40096","SL",85.9,12,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"40097","FF",93.5,12,"R","L","ball","B",NA,0,0,NA,NA,NA,0,1
"40098","CU",79.1,14,"L","R","ball","B",NA,1,1,NA,NA,543939,2,3
"40099","SL",83.9,11,"R","R","ball","B",NA,1,2,NA,NA,NA,1,4
"40100","SL",86.1,14,"R","R","hit_into_play","X","ground_ball",0,2,NA,NA,NA,1,3
"40101","FF",95.1,11,"L","R","ball","B",NA,3,2,NA,NA,NA,2,7
"40102","FF",91.7,5,"L","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"40103","FF",97.4,3,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"40104","CU",80.9,14,"R","R","swinging_strike","S",NA,2,2,NA,NA,NA,0,6
"40105","FC",87.1,4,"R","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"40106","SL",87.9,7,"L","R","hit_into_play","X","ground_ball",2,2,NA,553993,571657,2,5
"40107","FF",88.8,11,"R","R","hit_into_play","X","popup",1,0,501303,663586,628338,1,2
"40108","SL",80.7,7,"R","L","foul","S",NA,0,1,NA,NA,NA,0,2
"40109","SI",88.7,11,"R","L","ball","B",NA,2,2,NA,NA,NA,2,5
"40110","SL",85.7,14,"R","R","ball","B",NA,1,2,NA,NA,NA,2,4
"40111","SL",86.7,6,"R","R","hit_into_play","X","ground_ball",1,2,NA,NA,553882,1,4
"40112","CU",83.7,11,"R","R","ball","B",NA,0,0,645277,NA,NA,2,1
"40113","SL",90,4,"R","L","foul","S",NA,1,2,NA,NA,596142,2,4
"40114","SL",86.7,8,"R","R","hit_into_play","X","fly_ball",0,1,NA,645277,518692,0,2
"40115","SI",93.4,8,"R","R","hit_into_play","X","fly_ball",0,1,NA,NA,NA,1,2
"40116","FF",92.8,4,"L","R","called_strike","S",NA,3,0,NA,NA,641933,1,4
"40117","CH",85.3,1,"L","R","foul","S",NA,0,1,NA,NA,666969,0,2
"40118","CU",77.6,14,"R","R","hit_into_play","X","line_drive",0,1,NA,641820,NA,1,2
"40119","FF",93,5,"R","L","foul","S",NA,1,1,NA,NA,493329,2,3
"40120","FF",96.8,12,"R","R","ball","B",NA,3,2,NA,NA,NA,1,7
"40121","FF",90.9,1,"R","L","called_strike","S",NA,1,0,NA,NA,664034,1,2
"40122","FF",93.9,5,"L","R","foul","S",NA,1,1,664789,NA,453943,2,3
"40123","CU",77.4,5,"L","R","called_strike","S",NA,0,0,NA,NA,514888,2,1
"40124","FF",95.5,6,"R","R","foul","S",NA,0,0,NA,NA,NA,1,1
"40125","FF",96.2,1,"R","R","swinging_strike","S",NA,0,0,NA,NA,NA,0,1
"40126","FF",95.2,12,"R","R","called_strike","S",NA,0,1,NA,NA,NA,2,2
"40127","SL",81.4,14,"R","R","swinging_strike","S",NA,0,1,NA,NA,543768,2,2
"40128","FF",92.7,12,"R","R","ball","B",NA,0,2,NA,NA,NA,1,4
"40129","KC",76.4,14,"R","R","ball","B",NA,1,2,NA,NA,NA,1,4
"40130","CH",76.8,13,"L","R","ball","B",NA,1,2,NA,NA,NA,1,4
"40131","FF",93.8,12,"R","R","ball","B",NA,0,0,NA,NA,NA,0,1
"40132","FF",96.2,2,"R","R","hit_into_play","X","fly_ball",1,2,NA,NA,NA,0,4
"40133","SL",84.4,8,"L","R","foul","S",NA,1,1,NA,467793,521692,1,3
"40134","FF",94.5,12,"R","R","ball","B",NA,0,0,NA,NA,NA,0,1
"40135","FF",92.8,5,"R","R","foul_tip","S",NA,0,2,NA,NA,NA,2,3
"40136","FC",85.9,14,"R","R","ball","B",NA,2,1,NA,NA,NA,0,4
"40137","SL",83.1,5,"R","R","foul","S",NA,1,2,NA,NA,NA,2,4
"40138","CH",84,3,"R","L","called_strike","S",NA,2,0,NA,NA,NA,0,3
"40139","FF",95.4,7,"L","L","called_strike","S",NA,1,0,NA,621446,NA,2,2
"40140","CU",78.6,3,"R","R","foul","S",NA,0,1,NA,NA,NA,1,2
"40141","FS",82.8,11,"L","R","ball","B",NA,1,1,NA,NA,NA,0,3
"40142","SI",91.4,13,"R","R","ball","B",NA,0,0,NA,NA,NA,0,1
"40143","SI",87.8,9,"R","L","foul","S",NA,0,1,553993,NA,606157,1,2
"40144","FF",87.9,1,"R","R","foul","S",NA,0,1,NA,NA,605548,1,2
"40145","FF",94.1,14,"R","R","ball","B",NA,1,0,NA,NA,NA,0,2
"40146","FF",92.9,11,"R","R","hit_into_play","X","ground_ball",1,2,NA,NA,NA,0,4
"40147","FF",94.5,11,"L","R","foul","S",NA,3,2,NA,NA,NA,1,7
"40148","FC",89.8,12,"R","R","ball","B",NA,0,2,NA,NA,NA,0,3
"40149","CH",81.6,7,"L","R","hit_into_play","X","ground_ball",0,1,NA,NA,NA,1,2
"40150","FF",93.4,12,"R","R","ball","B",NA,0,2,NA,NA,NA,2,3
"40151","SI",88.9,14,"R","L","hit_into_play","X","ground_ball",1,1,671277,NA,NA,2,3
"40152","SL",85.3,9,"R","R","hit_into_play","X","line_drive",2,2,NA,NA,NA,1,5
"40153","SL",82.1,14,"R","R","ball","B",NA,1,1,NA,NA,571718,1,3
"40154","CH",78.1,13,"L","R","blocked_ball","B",NA,0,2,NA,624424,543510,2,3
"40155","FC",84.8,11,"R","L","ball","B",NA,3,1,NA,NA,NA,0,5
"40156","FF",93.2,14,"R","R","called_strike","S",NA,2,0,NA,621028,NA,1,3
"40157","FF",93.2,7,"R","R","hit_into_play","X","line_drive",3,2,457763,NA,543063,2,7
"40158","SL",87.4,5,"R","R","hit_into_play","X","fly_ball",3,2,NA,NA,NA,2,6
"40159","FF",90.7,6,"R","L","hit_into_play","X","fly_ball",0,0,NA,NA,NA,1,1
"40160","FC",88.9,8,"L","R","hit_into_play","X","fly_ball",1,0,NA,NA,NA,0,2
"40161","FC",90,14,"L","R","ball","B",NA,0,0,NA,NA,672386,1,1
"40162","FF",96.1,12,"R","L","ball","B",NA,0,0,NA,NA,NA,2,1
"40163","SL",84.3,14,"R","R","hit_into_play","X","popup",1,0,NA,NA,596146,1,2
"40164","FF",92.6,5,"L","R","foul","S",NA,1,0,575929,623520,518792,0,2
"40165","FC",90,8,"L","L","hit_into_play","X","line_drive",1,0,NA,NA,594777,2,2
"40166","SI",89.3,11,"R","L","ball","B",NA,1,2,NA,NA,NA,1,4
"40167","SL",86.2,12,"R","R","called_strike","S",NA,2,1,NA,NA,NA,0,4
"40168","SI",93.6,12,"R","L","ball","B",NA,1,0,NA,NA,NA,1,2
"40169","FF",91.3,14,"R","R","ball","B",NA,3,0,NA,NA,NA,0,4
"40170","FC",89.4,7,"L","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"40171","FF",92.4,11,"R","R","swinging_strike","S",NA,0,0,NA,NA,NA,2,1
"40172","KC",79,8,"L","R","hit_into_play","X","fly_ball",0,2,NA,NA,NA,2,3
"40173","CH",85.4,13,"R","L","ball","B",NA,2,0,NA,NA,666185,1,3
"40174","FF",96.2,2,"L","R","called_strike","S",NA,0,0,NA,543309,518934,0,1
"40175","SI",97.4,14,"R","R","ball","B",NA,0,0,NA,NA,643446,2,1
"40176","FF",97,5,"R","R","hit_into_play","X","ground_ball",1,2,665120,545358,NA,1,8
"40177","FF",96.9,3,"R","L","hit_into_play","X","fly_ball",1,2,NA,NA,NA,0,5
"40178","FF",95.6,12,"L","R","ball","B",NA,3,2,NA,NA,NA,2,8
"40179","FF",95.1,14,"R","R","ball","B",NA,2,1,593428,592669,543877,2,4
"40180","FF",90.1,3,"L","R","hit_into_play","X","popup",1,2,NA,NA,NA,1,4
"40181","CU",80.7,7,"L","L","swinging_strike","S",NA,1,0,NA,NA,NA,2,2
"40182","CU",81.2,13,"R","L","ball","B",NA,0,1,NA,NA,NA,0,2
"40183","FF",96.1,6,"R","R","called_strike","S",NA,0,1,NA,NA,NA,2,2
"40184","SI",91.4,7,"R","R","called_strike","S",NA,3,0,NA,NA,NA,2,4
"40185","FF",92,12,"R","R","swinging_strike","S",NA,3,1,NA,NA,NA,1,5
"40186","FF",89.2,2,"R","L","foul_tip","S",NA,1,2,NA,NA,NA,1,5
"40187","CH",87,13,"L","R","foul","S",NA,1,1,NA,NA,NA,1,3
"40188","CU",80.4,1,"L","R","called_strike","S",NA,1,0,NA,NA,NA,1,2
"40189","SI",96.2,13,"R","R","ball","B",NA,0,1,NA,NA,642133,2,2
"40190","FC",87.7,4,"L","R","called_strike","S",NA,2,1,NA,NA,NA,2,4
"40191","CH",87.3,8,"R","L","hit_into_play","X","ground_ball",1,1,NA,NA,NA,2,3
"40192","FF",93.6,7,"L","R","called_strike","S",NA,1,0,NA,NA,642708,0,2
"40193","FC",89.9,14,"L","R","ball","B",NA,0,0,NA,NA,NA,2,1
"40194","CU",78.2,6,"R","L","hit_into_play","X","line_drive",0,0,NA,NA,NA,2,1
"40195","CU",73.5,14,"R","R","ball","B",NA,2,1,NA,NA,NA,0,4
"40196","FF",95.3,9,"L","R","swinging_strike","S",NA,0,0,NA,NA,NA,0,1
"40197","FF",94,2,"L","R","hit_into_play","X","fly_ball",0,2,NA,605400,NA,2,3
"40198","SL",84.2,13,"R","L","foul","S",NA,1,2,NA,NA,NA,0,4
"40199","CH",90.2,11,"R","R","ball","B",NA,0,0,NA,NA,457705,2,1
"40200","FC",91.4,14,"L","R","blocked_ball","B",NA,2,2,NA,543939,500871,0,5
"40201","FC",89.4,11,"L","R","ball","B",NA,1,0,NA,NA,NA,1,2
"40202","FF",94.2,1,"L","R","hit_into_play","X","fly_ball",2,1,NA,444482,NA,1,4
"40203","SI",97.2,13,"R","R","ball","B",NA,1,0,NA,641553,641470,1,2
"40204","SL",83.6,5,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"40205","SL",88.5,13,"L","L","swinging_strike","S",NA,0,2,NA,621563,642336,0,3
"40206","SL",89.3,3,"L","R","ball","B",NA,0,0,NA,NA,547989,0,1
"40207","SL",87.3,14,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"40208","CH",91.8,5,"L","R","hit_into_play","X","ground_ball",1,2,605113,668942,642092,2,4
"40209","SI",91.6,14,"L","L","foul","S",NA,3,2,NA,608596,NA,0,7
"40210","SI",85.2,8,"R","L","foul","S",NA,1,0,NA,NA,NA,0,2
"40211","SI",95.9,8,"R","R","hit_into_play","X","ground_ball",3,2,NA,NA,NA,1,6
"40212","SL",89.3,14,"L","R","foul","S",NA,0,0,NA,NA,600303,1,1
"40213","CU",72.8,11,"L","R","hit_into_play","X","ground_ball",2,2,NA,NA,NA,2,5
"40214","CU",79.1,13,"R","L","blocked_ball","B",NA,0,2,NA,624431,676900,2,3
"40215","SL",82.8,13,"L","R","ball","B",NA,0,2,NA,NA,NA,0,3
"40216","FF",97.4,5,"L","R","swinging_strike","S",NA,0,0,543281,NA,NA,1,1
"40217","SI",88.3,12,"L","L","ball","B",NA,0,0,NA,NA,NA,0,1
"40218","SI",93.7,4,"L","R","swinging_strike","S",NA,0,0,NA,NA,NA,0,1
"40219","SL",85.3,11,"R","L","ball","B",NA,0,2,NA,NA,NA,1,3
"40220","FF",96.3,11,"L","R","called_strike","S",NA,1,0,NA,NA,NA,0,2
"40221","SL",78.5,5,"L","R","foul","S",NA,0,0,NA,NA,NA,1,1
"40222","CU",82.8,14,"L","R","foul","S",NA,3,2,NA,NA,NA,1,7
"40223","SL",91.6,13,"R","R","ball","B",NA,0,1,NA,NA,NA,2,2
